study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method,c_mean_continuity_corrected,ex_mean_continuity_corrected,c_sd_continuity_corrected,ex_sd_continuity_corrected,lnRR,lnRR_var
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out094,es196,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,6.8,5.4,9,1.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,20.9,15.1789,10,4.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.5876460622540294,0.03381828918359657
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out094,es197,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,6.4,2.846,10,0.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.8,8.2024,8,2.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.1634649471090162,0.034047737921637504
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out095,es198,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,80,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,63.5,17.4,9,5.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,60.3,13.914,10,4.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.05321697848329301,0.013667120735373125
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out095,es199,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,80,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,62.3,21.1873,10,6.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,83.4,11.3137,8,4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.2870541480350298,0.01386610019836396
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out096,es200,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,111.48666666666666,54.23016970596423,9,18.07672323532141,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),134.827,53.32021481457131,10,16.86133241434979,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.18476226214841182,0.04192993813598919
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out096,es201,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,64,32.68013166054371,10,10.334365028149872,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),98.5025,19.65716916872465,8,6.949858809068164,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.42065086033039045,0.031052028555016566
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out097,es202,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Total passive swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,202,39,9,13,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,201,34.7851,10,11,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.005536173122519054,0.0071367340567084
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out097,es203,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Total passive swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,223,82.2192,10,26,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,228,22.6274,8,8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.015992594894122605,0.014824817592096386
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out098,es204,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Total active swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,43,21,9,7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,22,15.8114,10,5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.6575815834599085,0.07815378024932397
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out098,es205,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Total active swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,47,25.2982,10,8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,36,19.799,8,7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.2622104914032737,0.06678101760266258
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out099,es206,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Number of dives,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,1.7433333333333332,3.49872062619124,9,1.1662402087304131,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),2.88915,3.182012819579256,10,1.0062408053724876,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.342052359273766,0.5688235874412247
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out099,es207,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Number of dives,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,0.3695,0.8600034647511502,10,0.2719569744249966,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),1,1.787015378974968,8,0.631805346278924,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.9243356278343359,0.9408938126923516
