study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex_standardised,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out058,es114,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HN_2_sq,C_HN_2_sq,dependent,yes,31.7366,5.6335,20,1.2596888951245064,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),42.8005,6.5422,20,1.4628803922399125,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out058,es115,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HLN_2_sq,C_HLN_2_sq,dependent,yes,31.7366,5.6335,20,1.2596888951245064,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),36.8824,6.0731,20,1.3579864434153972,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out058,es116,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,C_HN_3_sq,dependent,yes,19.1201,4.3726,20,0.9777430838415581,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),26.7371,5.1708,20,1.156226029805591,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out058,es117,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,C_HLN_3_sq,dependent,yes,19.1201,4.3726,20,0.9777430838415581,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),15.7464,3.9682,20,0.8873164948314665,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out059,es118,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HN_1_gr,C_HN_1_gr,dependent,no,4.0526,2.0131,20,0.45014284455048265,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6809,1.9186,20,0.42901200216310964,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out059,es119,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HLN_1_gr,C_HLN_1_gr,dependent,no,4.0526,2.0131,20,0.45014284455048265,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.708,1.9256,20,0.4305772497473595,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out059,es120,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HN_2_gr,C_HN_2_gr,dependent,no,3.5127,1.8742,20,0.4190838603430106,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),5.6705,2.3813,20,0.5324748674820249,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out059,es121,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HLN_2_gr,C_HLN_2_gr,dependent,no,3.5127,1.8742,20,0.4190838603430106,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),4.8023,2.1914,20,0.49001193658930386,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out059,es122,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HN_3_gr,C_HN_3_gr,dependent,no,3.8478,1.9616,20,0.4386270944663587,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6899,1.9209,20,0.4295262977979346,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out059,es123,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,C_HLN_3_gr,dependent,no,3.8478,1.9616,20,0.4386270944663587,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.0749,1.7535,20,0.3920945198545881,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out060,es124,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,C_HN_1_de,dependent,no,2.3849,1.5443,20,0.3453159777652925,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.3777,1.542,20,0.3448016821304676,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out060,es125,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,C_HLN_1_de,dependent,no,2.3849,1.5443,20,0.3453159777652925,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.0226,1.4222,20,0.31801358776002003,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out060,es126,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,C_HN_2_de,dependent,no,1.5268,1.2357,20,0.276310919979649,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.9827,1.4081,20,0.31486073191174535,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out060,es127,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,C_HLN_2_de,dependent,no,1.5268,1.2357,20,0.276310919979649,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.8311,1.3532,20,0.30258471871527154,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out060,es128,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,C_HN_3_de,dependent,no,2.775,1.6658,20,0.37248420369191493,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.5731,1.6041,20,0.3586876642707413,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out060,es129,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,C_HLN_3_de,dependent,no,2.775,1.6658,20,0.37248420369191493,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.8604,1.6913,20,0.37818617703453944,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out061,es130,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-sq,US-m-g1-sq,KO_US_m_sq,independent,yes,51.375,16.8263,8,18.1638,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,56.2632,26.4614,19,6.0707,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out061,es131,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-sq,US-f-g1-sq,CO_US_f_sq,independent,yes,65.5,17.0042,8,23.1577,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,59.625,19.4418,16,14.9063,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out062,es132,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1-rea,KO_US_m_rea,independent,yes,23.625,6.7387,8,8.3527,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,23.5789,11.057,19,2.5367,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out062,es133,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-rea,US-f-g1-rea,CO_US_f_rea,independent,yes,28.125,6.4683,8,9.9437,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,28.1875,8.9086,16,7.0469,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out063,es134,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,KO-m-cen,US-m-g1-cen,KO_US_m_cen,independent,yes,1.875,2.997,8,0.6629,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,1.8421,1.4245,19,0.3268,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out063,es135,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,CO-f-cen,US-f-g1-cen,CO_US_f_cen,independent,yes,2.75,1.8323,8,0.9723,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,1.25,0.9309,16,0.3125,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out064,es136,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-grt,US-m-g1-grt,KO_US_m_grt,independent,no,12.5038,11.0261,8,4.4207,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,33.2405,19.9724,19,4.582,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out064,es137,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,CO-f-grt,US-f-g1-grt,CO_US_f_grt,independent,no,13.8713,13.5053,8,4.9042,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,17.125,12.2961,16,4.2813,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out065,es138,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-fr,US-m-fr,KO_US_m_fr,independent,no,9.4775,15.5527,8,3.3508,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,33.2316,43.7813,19,10.0441,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out065,es139,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,CO-f-fr,US-f-g1-fr,CO_US_f_fr,independent,no,8.2563,21.4515,8,2.919,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,32.7925,28.6499,16,8.1981,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out066,es140,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-grf,US-m-g1-grf,KO_US_m_grf,independent,no,4.625,3.7009,8,1.6352,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.2105,2.1751,19,0.499,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out066,es141,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-grf,US-f-g1-grf,KO_US_f_grf,independent,no,2.875,1.8077,8,1.0165,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3,1.3663,16,0.75,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out067,es142,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-grf,US-m-g1,KO_US_m_d,independent,no,282.218,17.0866,20,63.1059,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,253.7111,39.4675,19,9.0545,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out067,es143,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,raw data,abramova_2020_genpath,CO-f-grf,US-f-g1,CO_US_f_d,independent,no,270.4478,23.5988,18,63.7452,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,242.4406,43.8737,16,10.9684,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out068,es144,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-d,US-m-g1,KO_US_m_li,independent,yes,15.626,16.2996,20,3.4941,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,42.7837,38.8467,19,8.912,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out068,es145,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-f-d,US-f-g1,CO_US_f_li,independent,yes,26.8306,21.928,18,6.324,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,49.9631,41.8416,16,10.4604,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out069,es146,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,KO-m-l,US-m-g1,KO_US_m_tr,independent,yes,1.95,2.0894,20,0.436,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.7895,3.1372,19,0.7197,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out069,es147,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,KO-f-l,US-f-g1,KO_US_f_tr,independent,yes,4.3889,2.6153,18,1.0345,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.6875,3.2397,16,0.8099,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out070,es148,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-tr,US-m-g1,KO_US_m_ho,independent,no,2.9,1.2524,20,0.6485,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.0526,2.1978,19,0.5042,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out070,es149,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-tr,US-f-g1,KO_US_f_ho,independent,no,3.7222,1.8726,18,0.8773,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.25,1.9149,16,0.4787,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out071,es150,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-hea,US-m-g1,KO_US_m_oh,independent,no,2.95,3.0517,20,0.6596,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,7.1053,5.4149,19,1.2423,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out071,es151,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-hea,US-f-g1,KO_US_f_oh,independent,no,5.7778,4.9415,18,1.3618,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.625,6.8593,16,1.7148,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
