study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,study_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_window,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,noise_notes,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_class,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se,c_se_analysis,c_se_derivation,c_se_source,c_ci,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se,ex_se_analysis,ex_se_derivation,ex_se_source,ex_ci,ex_median,ex_q1,ex_q3,stat_comment,general_comment,stat_derivation_method,c_mean_final,c_mean_source,c_sd_final,c_sd_source,c_se_final,c_mean_pre_zero_correction,ex_mean_final,ex_mean_source,ex_sd_final,ex_sd_source,ex_se_final,ex_mean_pre_zero_correction,zero_correction_reference_mean,zero_correction_primary_09,c_mean_exact_zero,ex_mean_exact_zero,c_sd_zero_review,ex_sd_zero_review,frequency_min_hz,frequency_max_hz,frequency_mid_hz,frequency_format,acoustic_band_from_frequency,dam_age_weeks,dependency_cluster_id
abramova_2023_biopsy,es178,ex025,con021,out085,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in dark,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,264,21,9,7,7,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,251,41.1096,10,13,13,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,264,author_reported_se,21,author_reported_se,7,264,251,author_reported_se,41.1096,author_reported_se,13,251,242.4406,218.19654,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es179,ex026,con022,out085,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in dark,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,269,15.8114,10,5,5,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,266,31.1127,8,11,11,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,269,author_reported_se,15.8114,author_reported_se,5,269,266,author_reported_se,31.1127,author_reported_se,11,266,242.4406,218.19654,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es180,ex025,con021,out086,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in light,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,27.1,19.4,51.5,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,41.9,2.2,62,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,33.30683333333334,luo_2018_median_iqr,28.077233025184707,wan_2014_median_iqr,9.359077675061569,33.30683333333334,34.6578,luo_2018_median_iqr,51.428207192118776,wan_2014_median_iqr,16.263027070614797,34.6578,15.626,14.0634,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es181,ex026,con022,out086,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in light,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,19.6,17.7,40.5,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,26.1,19.4,51.5,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,26.6205,luo_2018_median_iqr,19.608078996326224,wan_2014_median_iqr,6.200619016889923,26.6205,33.1008125,luo_2018_median_iqr,28.68159683254824,wan_2014_median_iqr,10.140475807776731,33.1008125,15.626,14.0634,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es182,ex025,con021,out087,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Center entries (crossing),Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,6.2,3,9,1,1,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,2.9,2.5298,10,0.8,0.8,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,6.2,author_reported_se,3,author_reported_se,1,6.2,2.9,author_reported_se,2.5298,author_reported_se,0.8,2.9,1.95,1.755,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es183,ex026,con022,out087,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Center entries (crossing),Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,4.7,1.9606,10,0.62,0.62,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,2.9,1.9799,8,0.7,0.7,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,4.7,author_reported_se,1.9606,author_reported_se,0.62,4.7,2.9,author_reported_se,1.9799,author_reported_se,0.7,2.9,1.95,1.755,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es184,ex025,con021,out088,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Head-out inspections,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,0,0,0,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,0,0,0.7,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,0.232785,luo_2018_median_iqr_zero_corrected,0,wan_2014_median_iqr,0,0,0.25865,luo_2018_median_iqr,0.6020024253258051,wan_2014_median_iqr,0.1903698820974976,0.25865,0.25865,0.232785,TRUE,FALSE,TRUE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es185,ex026,con022,out088,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Head-out inspections,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,2,1.2,2,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,1,0,1,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,1.7044000000000001,luo_2018_median_iqr,0.6880027718009202,wan_2014_median_iqr,0.2175655795399973,1.7044000000000001,0.6256250000000001,luo_2018_median_iqr,0.893507689487484,wan_2014_median_iqr,0.315902673139462,0.6256250000000001,0.25865,0.232785,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es186,ex025,con021,out089,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Overhangs,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,6.7,4.5,9,1.5,1.5,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,9.8,7.2732,10,2.3,2.3,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,6.7,author_reported_se,4.5,author_reported_se,1.5,6.7,9.8,author_reported_se,7.2732,author_reported_se,2.3,9.8,2.95,2.6550000000000002,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es187,ex026,con022,out089,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Overhangs,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,7.8,3.7947,10,1.2,1.2,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,8.1,4.8083,8,1.7,1.7,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,7.8,author_reported_se,3.7947,author_reported_se,1.2,7.8,8.1,author_reported_se,4.8083,author_reported_se,1.7,8.1,2.95,2.6550000000000002,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es188,ex025,con021,out090,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Rearing frequency,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,14.9,5.4,9,1.8,1.8,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,8,4.111,10,1.3,1.3,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,14.9,author_reported_se,5.4,author_reported_se,1.8,14.9,8,author_reported_se,4.111,author_reported_se,1.3,8,8,7.2,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es189,ex026,con022,out090,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Rearing frequency,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,15.8,4.111,10,1.3,1.3,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,15.2,3.9598,8,1.4,1.4,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,15.8,author_reported_se,4.111,author_reported_se,1.3,15.8,15.2,author_reported_se,3.9598,author_reported_se,1.4,15.2,8,7.2,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es190,ex025,con021,out091,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total freezing time,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,0,0,0,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,1.1,0,2.3,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,1.023255,luo_2018_median_iqr_zero_corrected,0,wan_2014_median_iqr,0,0,1.13695,luo_2018_median_iqr,1.978007968927645,wan_2014_median_iqr,0.6255010411774922,1.13695,1.13695,1.023255,TRUE,FALSE,TRUE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es191,ex026,con022,out091,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total freezing time,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,3.8,0,11.6,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,7.3,2.9,21.3,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,5.2780000000000005,luo_2018_median_iqr,9.976040191113341,wan_2014_median_iqr,3.1547009033299607,5.2780000000000005,10.893999999999998,luo_2018_median_iqr,16.440541486569707,wan_2014_median_iqr,5.8126091857661,10.893999999999998,1.13695,1.023255,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es192,ex025,con021,out092,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total grooming time,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,24.9,20.7,9,6.9,6.9,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,46.8,20.871,10,6.6,6.6,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,24.9,author_reported_se,20.7,author_reported_se,6.9,24.9,46.8,author_reported_se,20.871,author_reported_se,6.6,46.8,22.57,20.313000000000002,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es193,ex026,con022,out092,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Total grooming time,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,24,14.8627,10,4.7,4.7,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,29.7,28.5671,8,10.1,10.1,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,24,author_reported_se,14.8627,author_reported_se,4.7,24,29.7,author_reported_se,28.5671,author_reported_se,10.1,29.7,22.57,20.313000000000002,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es194,ex025,con021,out093,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Grooming frequency,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,3,2,4,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,2,1.2,4.5,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,3,luo_2018_median_iqr,1.7493603130956201,wan_2014_median_iqr,0.5831201043652067,3,2.6281499999999998,luo_2018_median_iqr,2.8380114336787954,wan_2014_median_iqr,0.8974580156024888,2.6281499999999998,2.6281499999999998,2.365335,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
abramova_2023_biopsy,es195,ex026,con022,out093,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Grooming frequency,Count,Count,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,4,2.2,4,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,median_iqr_deferred_to_r_se_computed_sd_over_sqrt_n,,2.5,0.7,5.7,estimated from Median(Q1;Q3),,median_iqr_deferred_to_r,3.3349,luo_2018_median_iqr,1.5480062365520701,wan_2014_median_iqr,0.4895225539649939,3.3349,3.024125,luo_2018_median_iqr,4.467538447437421,wan_2014_median_iqr,1.5795133656973102,3.024125,2.6281499999999998,2.365335,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con022
abramova_2023_biopsy,es196,ex025,con021,out094,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,__________ _______________ ______,,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",,Ambient sound,,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,adolescent,,none,,Anxiety,Elevated Plus Maze (EPM),,Mean grooming duration,Time,s,Light Phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,6.8,5.4,9,1.8,1.8,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,20.9,15.1789,10,4.8,4.8,Reported SEM; used unchanged for analysis,author_reported_se_se_reported,,,,,Mean±SEM,,author_reported_se,6.8,author_reported_se,5.4,author_reported_se,1.8,6.8,20.9,author_reported_se,15.1789,author_reported_se,4.8,20.9,6.4,5.760000000000001,FALSE,FALSE,FALSE,FALSE,20000,45000,32500,range,mixed_or_boundary,16,con021
