key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-386284036,Prenatal stress is a vulnerability factor for altered morphology and biological activity of microglia cells     SO  - FRONTIERS IN CELLULAR NEUROSCIENCE,2015,,,,,9,,,"",,,,,"Several lines of evidence suggest that the dysregulation of the immune system is an important factor in the development of depression. Microglia are the resident macrophages of the central nervous system and a key player in innate immunity of the brain. We hypothesized that prenatal stress (an animal model of depression) as a priming factor could affect microglial cells and might lead to depressive like disturbances in adult male rat offspring. We investigated the behavioral changes (sucrose preference test, Porsolt test), the expression of C1q and CD40 mRNA and the level of microglia (Iba1 positive) in 3-month-old control and prenatally stressed male offspring rats. In addition, we characterized the morphological and biochemical parameters of potentially harmful (NO, iNOS, IL-1 beta, IL-18, IL-6, TNF-alpha, CCL2, CXCL12, CCR2, CXCR4) and beneficial (insulin-like growth factor-1 (IGF-1), brain derived neurotrophic factor (BDNF)) phenotypes in cultures of microglia obtained from the cortices of 1-2 days old control and prenatally stressed pups. The adult prenatally stressed rats showed behavioral (anhedonic- and depression-like) disturbances, enhanced expression of microglial activation markers and an increased number of Iba1-immunopositive cells in the hippocampus and frontal cortex. The morphology of glia was altered in cultures from prenatally stressed rats, as demonstrated by immunofluorescence microscopy. Moreover, in these cultures, we observed enhanced expression of CD40 and MHC II and release of pro-inflammatory cytokines, including IL-1 beta, IL-18, TNF-alpha and IL-6. Prenatal stress significantly up regulated levels of the chemokines CCL2, CXCL12 and altered expression of their receptors, CCR2 and CXCR4 while IGF-1 production was suppressed in cultures of microglia from prenatally stressed rats. Our results suggest that prenatal stress may lead to excessive microglia activation and contribute to the behavioral changes observed in depression in adulthood.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>["" during which they were placed in plastic boxes (d = 7 cm; l = 19 cm) and exposed to a bright light (150 W) for 45 min.""]}",10.3389/fncel.2015.00082,character(0),,
rayyan-386284089,"Maternal Mirtazapine Selectively Enhances Hippocampal LTP without Reversing Stress-Associated Alterations in Basal Transmission, Short-Term Plasticity, or Open Field Behaviour in Rat Offspring     SO  - DRUG RESEARCH",2025,,,,,75,,,"",,,,,"Introduction Maternal stress during pregnancy has profound effects on offspring, disrupting brain development and behaviour. Mirtazapine, an antidepressant commonly prescribed for maternal depression, has an unclear impact on offspring neurophysiology and behaviour. We hypothesized that maternal mirtazapine treatment during pregnancy and lactation would influence locomotor activity, exploratory behaviour, and hippocampal synaptic plasticity in rat offspring, particularly in the context pre-gestational stress. Methods Offspring from control or chronically stressed dams, treated with either vehicle or mirtazapine, were assessed. Behavioural responses were evaluated using the open field test, and the hippocampus was examined electrophysiologically to measure population spike (PS) amplitude of compound action potential, field excitatory postsynaptic potential (fEPSP) slope, short-term plasticity, and long-term potentiation (LTP). Results Maternal stress significantly reduced exploration of the central zone, indicating increased anxiety-like behaviour, although post hoc comparisons did not reach significance. Mirtazapine treatment did not reverse these behavioural alterations. PS amplitude was unaffected across groups, but fEPSP slope was significantly reduced in stressed offspring, with no recovery observed following mirtazapine treatment. Paired-pulse ratios across inter-pulse intervals (10-100 ms) were consistently decreased in the stressed group, indicating impaired short-term synaptic plasticity, which mirtazapine did not restore. In contrast, LTP showed a significant stressxtreatment interaction ( p =0.0201), suggesting that mirtazapine selectively enhanced long-term plasticity in stressed offspring. Discussion and Conclusion Mirtazapine did not reverse behavioural impairments or basal synaptic transmission deficits induced by maternal stress. It may selectively enhance long-term synaptic plasticity, suggesting its potential to modulate specific neurodevelopmental outcomes following prenatal stress exposure.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""Can't access to full text "", ""I asked for text"", ""I got the full-text from the UofA Library. They use CUS""]}",10.1055/a-2682-5112,character(0),,
rayyan-386284125,[Comparative efficacy of selective serotonin reuptake inhibitors in young prenatally stressed female rats]     SO  - Eksperimental'naia i klinicheskaia farmakologiia,2010,,,,,73,,,"",https://pubmed.ncbi.nlm.nih.gov/21254505/,,,,"Effects of the chronic administration of selective serotonin reuptake inhibitors (SSRIs) fluoxetine (daily 5.0 mg/kg, p.o.) and paroxetine (daily 5.0 mg/kg, p.o.) for 14 days of postnatal period on anxiety-like behavior have been studied during pubertal period in prenatally stressed female rats. It was found that prenatal stress reduced the anxiety level in test rats. Chronic administration of paroxetine in female rats did not change their anxiety-like behavior. Administration of fluoxetine resulted in an anxiogenic effect, but leveled an action of prenatal stress on the anxiety-like behavior in prenatally stressed female rats during pubertal period.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",,Animals;Anti-Anxiety Agents/pharmacology;Anxiety/drug therapy/*physiopathology;Behavior;Animal/*drug effects;Female;Fluoxetine/*pharmacology;Paroxetine/*pharmacology;Rats;Rats;Sprague-Dawley;Selective Serotonin Reuptake Inhibitors/*pharmacology;Sexual Maturation/drug effec...;Psychological/drug therapy/*physiopathology,,
rayyan-386284128,Prenatal stress leads to chromatin and synaptic remodeling and excessive alcohol intake comorbid with anxiety-like behaviors in adult offspring     SO  - NEUROPHARMACOLOGY,2018,,,,,140,,,"",,,,,"Epidemiologic evidence suggests that individuals during their prenatal development may be especially vulnerable to the effects of environmental factors such as stress that predisposes them to psychiatric disorders including alcohol use disorder (AUD) later in life. Currently, the epigenetic mechanisms of anxiety comorbid with AUD induced by prenatal stress (PRS) remain to be elucidated. Here, we examined anxiety-like and alcohol drinking behaviors in adult offspring of prenatally stressed dam (PRS-mice) using elevated plus maze, light/dark box and two-bottle free-choice paradigm. It was found that PRS-mice exhibit heightened anxiety-like behaviors and increased alcohol intake in adulthood and these behavioral deficits were associated with a significant decrease in dendritic spine density (DSD) in medial prefrontal cortex (mPFC) relative to non-stressed mice (NS mice). To determine the mechanisms by which PRS reduces DSD, we examined the expressions of key genes associated with synaptic plasticity, including activity regulated cytoskeleton associated protein (Arc), spinophilin (Spn), postsynaptic density 95 (Psd95), tropomyosin receptor kinase B (TrkB), protein kinase B (Akt), mammalian target of rapamycin (mTOR) and period 2 (Pert) in mPFC of PRS and NS mice. The mRNA levels of these genes were significantly decreased in PRS mice. Methylated DNA and chromatin immunoprecipitation studies revealed hyper DNA methylation or reduced histone H3K14 acetylation on promoters of above genes suggesting that epigenetic dysregulation may be responsible for the deficits in their expression. Findings from this study suggest that prenatal stress induced abnormal epigenetic mechanisms and synaptic plasticity related events may be associated with anxiety-like and alcohol drinking behaviors in adulthood. (C) 2018 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""under a bright light for 45 min three""]}",10.1016/j.neuropharm.2018.07.010,character(0),,
rayyan-386284145,Hippocampal metabolic alteration in rat exhibited susceptibility to prenatal stress     SO  - JOURNAL OF AFFECTIVE DISORDERS,2019,,,,,259,,,"",,,,,"Background: Numerous studies have shown that prenatal stress (PS) can cause emotional and behavioral abnormalities including depression and depressive-like behaviors in offspring. However, the mechanism underlying the pathophysiology of depression remains largely unknown. In recent years, small metabolic molecules have played an increasingly important role in explaining the pathogenesis of depression. Thus, we detected hippocampal metabolic alteration in rat of depression caused by PS. Methods: To explore the potential molecular markers and pathways that link the metabolic to the pathogenesis of depression, we monitored changes in hippocampus metabolites during the development of depressive-like behaviors in rats exposed to PS via UHPLC-Q-TOF/MS approach. Sucrose preference WA (SPT) was used to screen out the susceptibility rats exposed to PS, open field WA (OFT), forced swimming WA (FST) and tail suspension WA (TST) were used to verify the validity of animal model of depression. Results: A total of 38 differential metabolites were detected in the susceptibility rats exposed to PS compared with that in controls. Most of these differential metabolites were related to Retrograde endocannabinoid signaling, Central carbon metabolism in cancer, Arginine biosynthesis, Choline metabolism in cancer, ABC transporters, Alanine, aspartate and glutamate metabolism pathways. In addition, the results of Spearman correlation analysis indicated that L-aspartate, N-Acetylaspartylglutamate, choline and betaine aldehyde were most associated with depressive-like behaviors. Conclusion: This study demonstrates that hippocampal metabolites in the Alanine, aspartate and glutamate metabolism pathways may play a crucial role in the depressive-like behaviors.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""Chronic restraint stress""]}",10.1016/j.jad.2019.08.002,character(0),,
rayyan-386284146,"Prenatal Exposure to Noise Stress: Anxiety, Impaired Spatial Memory, and Deteriorated Hippocampal Plasticity in Postnatal Life     SO  - HIPPOCAMPUS",2015,,,,,25,,,"",,,,,"Sound pollution is known as an annoying phenomenon in modern life. Especially, development of organisms during fetal life is more sensitive to environmental tensions. To address a link between the behavioral and electrophysiological aspects of brain function with action of hypothalamus-pituitary-adrenal (HPA) axis in stressed animals, this study was carried out on the male Wistar rats prenatally exposed to sound stress. Groups of pregnant rats were exposed to noise stress for 1, 2, and 4 hour(s). The degree of anxiety and the spatial memory were evaluated by elevated plus maze and Morris water maze, respectively. Basic synaptic activity and long-term potentiation (LTP) induction were assessed in the CA3-CA1 pathway of hippocampus. The serum level of corticosterone was measured in the pregnant mothers and the offspring. The behavioral experiments appeared that the stressed animals performed considerably weaker than the control rats. The prenatal stress negatively affected the basic synaptic responses and led to a lower level of LTP. The pregnant animals showed an increased serum corticosterone in comparison with the nonpregnant females. Also the offspring exposed to the noise stress had a more elevated level of corticosterone than the control rats. Our findings indicate that the corticosterone concentration changes markedly coincides the results of behavioral and electrophysiological experiments. We conclude that, similar to other environmental stresses, the sound stress during fetal life efficiently disturbs both cognitive abilities and synaptic activities. The changes in action of HPA axis may contribute to problems of the brain function in the prenatally stress exposed animals. (c) 2014 Wiley Periodicals, Inc.","RAYYAN-INCLUSION: {""Anna""=>""Included""}",10.1002/hipo.22363,character(0),,
rayyan-386284153,Maternal stress programs a demasculinization of glutamatergic transmission in stress-related brain regions of aged rats     SO  - GEROSCIENCE,2022,,,,,44,,,"",,,,,"Brain aging may be programmed by early-life stress. Aging affects males and females differently, but how perinatal stress (PRS) affects brain aging between sexes is unknown. We showed behavioral and neurobiological sex differences in non-stressed control rats that were strongly reduced or inverted in PRS rats. In particular, PRS decreased risk-taking behavior, spatial memory, exploratory behavior, and fine motor behavior in male aged rats. In contrast, female aged PRS rats displayed only increased risk-taking behavior and reduced exploratory behavior. PRS induced large reductions in the expression of glutamate receptors in the ventral and dorsal hippocampus and prefrontal cortex only in male rats. PRS also reduced the expression of synaptic vesicle-associated proteins, glucocorticoid receptors (GR), and mineralocorticoid receptors (MR) in the ventral hippocampus of aged male rats. In contrast, in female aged rats, PRS enhanced the expression of MRs and brain-derived neurotrophic factor (BDNF) in the ventral hippocampus and the expression of glial fibrillary acidic protein (GFAP) and BDNF in the prefrontal cortex. A common PRS effect in both sexes was a reduction in exploratory behavior and metabotropic glutamate (mGlu2/3) receptors in the ventral hippocampus and prefrontal cortex. A multidimensional analysis revealed that PRS induced a demasculinization profile in glutamate-related proteins in the ventral and dorsal hippocampus and prefrontal cortex, as well as a demasculinization profile of stress markers only in the dorsal hippocampus. In contrast, defeminization was observed only in the ventral hippocampus. Measurements of testosterone and 17-beta-estradiol in the plasma and aromatase in the dorsal hippocampus were consistent with a demasculinizing action of PRS. These findings confirm that the brains of males and females differentially respond to PRS and aging suggesting that females might be more protected against early stress and age-related inflammation and neurodegeneration. Taken together, these results may contribute to understanding how early environmental factors shape vulnerability to brain aging in both sexes and may lay the groundwork for future studies aimed at identifying new treatment strategies to improve the quality of life of older individuals, which is of particular interest given that there is a high growth of aging in populations around the world.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>["" restraint""]}",10.1007/s11357-021-00375-5,character(0),,
rayyan-386284157,Effect of Valeriana fauriei extract on the offspring of adult rats exposed to prenatal stress     SO  - INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,2016,,,,,38,,,"",,,,,"Exposing a pregnant female to stress is a risk factor for the development of psychiatric disorders in the offspring. In the present study, we examined the effects of an extract of Valeriana fauriei (VF) root (100 mg/kg/day, administered on postnatal days 35-56) on behavioral patterns as well as protein expression in the prefrontal cortex of the offspring of prenatally-stressed rats. Modified behavioral tests, including the forced swim test, the open field test, a social interaction test and the prepulse inhibition test were performed and many of the parameters were found to decrease in the offspring of the rats exposed to PNS compared with the offspring of the non-stressed rats. Western blot and immunohistochemical analyses of the prefrontal cortex revealed that the downregulation of several neurodevelopmental proteins in the offspring of rats dams exposed to PNS was reversed after treatment with VF extract. These findings demonstrate that the downregulation of several proteins in the prefrontal cortex of the offspring of prenatally-stressed rats may be associated with subsequent behavioral changes, and that these phenomena recovered following VF treatment. Our results suggest that VF decreases the incidence of prenatal stress related-psychiatric disorders, such as depression and schizophrenia.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""variable stress""]}",10.3892/ijmm.2016.2589,character(0),,
rayyan-386284175,4.1 Can Maternal N-Acetyl Cysteine Rescue the Effects of Prenatal Stress on Behavior and the Brain?,,,,,,,,,"",,,,,,"RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type | USER-NOTES: {""Anna""=>[""poster""]}",https://doi.org/10.1016/j.jaac.2017.09.217,character(0),,
rayyan-386284195,"H3K9 Acetylation of Tph2 Involved in Depression-like Behavior in Male, but not Female, Juvenile Offspring Rat Induced by Prenatal Stress     SO  - NEUROSCIENCE",2018,,,,,381,,,"",,,,,"Increasing evidence has shown that prenatal stress (PS) could cause depression-like behavior in the offspring, which is sex-specific. However, the underlying mechanisms remain to be elucidated. This study is to investigate the involvement of tryptophan hydroxylase 2 (Tph2) H3K9 acetylation (H3K9ac) modification on PS-induced depression-like behavior in juvenile offspring rats (JOR). PS models were established, with or without trichostatin A (TSA) treatment. Animal behavior was assessed by the sucrose preference test (SPT) and forced swimming test (FST). The mRNA and protein expression levels of TPH2 in the dorsal raphenucleus (DRN), hippocampus, and prefrontal cortex were detected with quantitative real-time PCR and Western blot analysis, respectively. The Tph2 H3K9ac levels in the hippocampus were also analyzed. SPT and FST showed significantly reduced sucrose preference and significantly prolonged immobility in PS-induced male juvenile offspring rats (MJOR). Moreover, the mRNA and protein expression levels of TPH2 in the DRN and hippocampus were significantly declined, while the hippocampal Tph2 H3K9ac levels were significantly declined in the PS-induced MJOR. Furthermore, the PS-induced effects in MJOR could be reversed by the microinjection of TSA. However, no significant effects were observed for the female juvenile offspring rats (FJORs). In conclusion, our results showed that the Tph2 H3K9ac modification is only involved in PS-induced depression-like behavior in MJOR, in a sex-specific manner. These findings might contribute to the understanding of the disease pathogenesis and clinical treatment in future. (C) 2018 IBRO. Published by Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""restraint ""]}",10.1016/j.neuroscience.2018.03.043,character(0),,
