study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se_reported,c_se_analysis,c_se_derivation,c_se_source,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se_reported,ex_se_analysis,ex_se_derivation,ex_se_source,ex_median,ex_q1,ex_q3,stat_comment,general_comment
abramova_2023_biopsy,es168,ex025,con021,out080,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 6",2,1,3,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 6",0.5,0,1,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es169,ex026,con022,out080,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,Anxiety,Open Field Test (OFT),,Center entries (crossing),Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 7",2,1.2,3,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 7",0,0,0.5,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es170,ex025,con021,out081,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,Anxiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,23.7,14.7,9,4.9,4.9,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 8",,,,80.1,61.3482,10,19.4,19.4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 8",,,,Mean±SEM,
abramova_2023_biopsy,es171,ex026,con022,out081,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,Anxiety,Open Field Test (OFT),,Total freezing time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,18.3,9.4868,10,3,3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 9",,,,75.3,56.8514,8,20.1,20.1,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 9",,,,Mean±SEM,
abramova_2023_biopsy,es172,ex025,con021,out082,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,Anxiety,Open Field Test (OFT),,Total grooming time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 10",16.3,11.3,22.7,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 10",28.9,25.3,61.9,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es173,ex026,con022,out082,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,Anxiety,Open Field Test (OFT),,Total grooming time,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 11",24.7,23.3,30.2,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 11",24.3,14.4,36.1,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es174,ex025,con021,out083,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,Anxiety,Open Field Test (OFT),,Grooming frequency,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,3.3,1.8,9,0.6,0.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 12",,,,3.3,1.5811,10,0.5,0.5,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 12",,,,Mean±SEM,
abramova_2023_biopsy,es175,ex026,con022,out083,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,Anxiety,Open Field Test (OFT),,Grooming frequency,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,4.8,1.8974,10,0.6,0.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 13",,,,2.9,1.6971,8,0.6,0.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 13",,,,Mean±SEM,
abramova_2023_biopsy,es176,ex025,con021,out084,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,74,,none,,Anxiety,Open Field Test (OFT),,Mean grooming duration,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 14",4.6,3.8,5.4,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 14",0.6,0,1.3,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es177,ex026,con022,out084,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,74,,none,,Anxiety,Open Field Test (OFT),,Mean grooming duration,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 15",6.5,4,8.1,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 15",0,0,0.3,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es178,ex025,con021,out085,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in dark,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,264,21,9,7,7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 16",,,,251,41.1096,10,13,13,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 16",,,,Mean±SEM,
abramova_2023_biopsy,es179,ex026,con022,out085,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in dark,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,269,15.8114,10,5,5,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 17",,,,266,31.1127,8,11,11,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 17",,,,Mean±SEM,
abramova_2023_biopsy,es180,ex025,con021,out086,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in light,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 18",27.1,19.4,51.5,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 18",41.9,2.2,62,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es181,ex026,con022,out086,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Total time in light,Time,s,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 19",19.6,17.7,40.5,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 19",26.1,19.4,51.5,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es182,ex025,con021,out087,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Center entries (crossing),Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,6.2,3,9,1,1,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 20",,,,2.9,2.5298,10,0.8,0.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 20",,,,Mean±SEM,
abramova_2023_biopsy,es183,ex026,con022,out087,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Center entries (crossing),Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,4.7,1.9606,10,0.62,0.62,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 21",,,,2.9,1.9799,8,0.7,0.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 21",,,,Mean±SEM,
abramova_2023_biopsy,es184,ex025,con021,out088,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Head-out inspections,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,,,9,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 22",0,0,0,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 22",0,0,0.7,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es185,ex026,con022,out088,No,Analysis decision required,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Head-out inspections,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,,,10,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 23",2,1.2,2,,,8,,,Not calculated here: median (Q1; Q3) reported; estimation is deferred to reproducible R data wrangling,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 23",1,0,1,estimated from Median(Q1;Q3),
abramova_2023_biopsy,es186,ex025,con021,out089,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Overhangs,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,No,Positive,,6.7,4.5,9,1.5,1.5,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 24",,,,9.8,7.2732,10,2.3,2.3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 24",,,,Mean±SEM,
abramova_2023_biopsy,es187,ex026,con022,out089,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Overhangs,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,No,Positive,,7.8,3.7947,10,1.2,1.2,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 25",,,,8.1,4.8083,8,1.7,1.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 25",,,,Mean±SEM,
abramova_2023_biopsy,es188,ex025,con021,out090,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Rearing frequency,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_m_,PS_m_,KON_PS_m_,Yes,Negative,,14.9,5.4,9,1.8,1.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 26",,,,8,4.111,10,1.3,1.3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 26",,,,Mean±SEM,
abramova_2023_biopsy,es189,ex026,con022,out090,No,Corrected transcription,"They had one level of exposure, and two experimental groups, female and males, and one control per group",,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,Rattus norvegicus,albino lab rat,Wistar rat,16,3 months,"Early, mid, late",all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"""all females with their pups were kept in individual cages under standard conditions without experimental intervention""",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),,Rearing frequency,Count,Count,Light phase,paper Table 1,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,KON_f_,PS_f_,KON_PS_f_,Yes,Negative,,15.8,4.111,10,1.3,1.3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 27",,,,15.2,3.9598,8,1.4,1.4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 27",,,,Mean±SEM,
